login_date,product,parameter,value,unit,lcl,ucl,minimum,maximum,in_control
2024-09-01 13:30:00,製品1,MotorCurrent_A,11.06,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 13:40:00,製品1,MotorCurrent_A,9.3,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 13:50:00,製品1,MotorCurrent_A,10.49,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:00:00,製品1,MotorCurrent_A,9.82,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:10:00,製品1,MotorCurrent_A,10.55,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:20:00,製品1,MotorCurrent_A,10.39,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 14:30:00,製品1,MotorCurrent_A,11.1,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 14:40:00,製品1,MotorCurrent_A,10.91,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 14:50:00,製品1,MotorCurrent_A,11.15,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 15:00:00,製品1,MotorCurrent_A,9.13,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 15:10:00,製品1,MotorCurrent_A,10.27,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:20:00,製品1,MotorCurrent_A,10.64,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:30:00,製品1,MotorCurrent_A,9.58,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 15:40:00,製品1,MotorCurrent_A,11.31,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 15:50:00,製品1,MotorCurrent_A,9.98,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:00:00,製品1,MotorCurrent_A,10.69,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:10:00,製品1,MotorCurrent_A,9.43,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:20:00,製品1,MotorCurrent_A,9.15,A,9.149000000000001,10.89,7.809,12.3585,True
2024-09-01 16:30:00,製品1,MotorCurrent_A,11.18,A,9.149000000000001,10.89,7.809,12.3585,False
2024-09-01 00:00:00,製品1,ExitTemperature_C,24.47,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:10:00,製品1,ExitTemperature_C,24.99,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:20:00,製品1,ExitTemperature_C,26.92,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 00:30:00,製品1,ExitTemperature_C,25.24,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:40:00,製品1,ExitTemperature_C,24.79,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:50:00,製品1,ExitTemperature_C,25.91,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:00:00,製品1,ExitTemperature_C,26.96,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 01:10:00,製品1,ExitTemperature_C,24.16,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:20:00,製品1,ExitTemperature_C,26.16,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:30:00,製品1,ExitTemperature_C,26.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 01:40:00,製品1,ExitTemperature_C,25.56,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 01:50:00,製品1,ExitTemperature_C,24.78,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:00:00,製品1,ExitTemperature_C,23.76,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:10:00,製品1,ExitTemperature_C,23.23,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 02:20:00,製品1,ExitTemperature_C,25.07,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:30:00,製品1,ExitTemperature_C,25.14,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:40:00,製品1,ExitTemperature_C,26.18,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 02:50:00,製品1,ExitTemperature_C,24.2,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:00:00,製品1,ExitTemperature_C,24.84,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:10:00,製品1,ExitTemperature_C,23.41,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:20:00,製品1,ExitTemperature_C,25.72,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:30:00,製品1,ExitTemperature_C,26.33,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:40:00,製品1,ExitTemperature_C,25.8,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 03:50:00,製品1,ExitTemperature_C,24.19,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:00:00,製品1,ExitTemperature_C,26.23,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:10:00,製品1,ExitTemperature_C,24.59,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:20:00,製品1,ExitTemperature_C,23.32,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 04:30:00,製品1,ExitTemperature_C,23.35,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 04:40:00,製品1,ExitTemperature_C,24.63,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 04:50:00,製品1,ExitTemperature_C,25.36,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:00:00,製品1,ExitTemperature_C,26.44,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:10:00,製品1,ExitTemperature_C,26.55,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:20:00,製品1,ExitTemperature_C,25.72,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:30:00,製品1,ExitTemperature_C,26.41,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 05:40:00,製品1,ExitTemperature_C,23.29,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 05:50:00,製品1,ExitTemperature_C,23.09,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 06:00:00,製品1,ExitTemperature_C,24.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:10:00,製品1,ExitTemperature_C,23.22,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 06:20:00,製品1,ExitTemperature_C,24.23,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:30:00,製品1,ExitTemperature_C,26.64,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 06:40:00,製品1,ExitTemperature_C,25.06,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 06:50:00,製品1,ExitTemperature_C,24.15,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:00:00,製品1,ExitTemperature_C,23.42,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:10:00,製品1,ExitTemperature_C,23.44,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:20:00,製品1,ExitTemperature_C,25.75,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:30:00,製品1,ExitTemperature_C,23.64,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:40:00,製品1,ExitTemperature_C,23.9,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 07:50:00,製品1,ExitTemperature_C,23.12,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 08:00:00,製品1,ExitTemperature_C,24.45,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:10:00,製品1,ExitTemperature_C,23.8,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:20:00,製品1,ExitTemperature_C,26.0,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:30:00,製品1,ExitTemperature_C,26.9,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 08:40:00,製品1,ExitTemperature_C,25.89,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 08:50:00,製品1,ExitTemperature_C,26.3,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:00:00,製品1,ExitTemperature_C,23.81,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:10:00,製品1,ExitTemperature_C,24.19,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:20:00,製品1,ExitTemperature_C,24.7,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:30:00,製品1,ExitTemperature_C,24.34,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:40:00,製品1,ExitTemperature_C,23.81,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 09:50:00,製品1,ExitTemperature_C,24.82,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 10:00:00,製品1,ExitTemperature_C,24.58,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 10:10:00,製品1,ExitTemperature_C,26.07,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 10:20:00,製品1,ExitTemperature_C,25.68,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 10:30:00,製品1,ExitTemperature_C,26.72,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 10:40:00,製品1,ExitTemperature_C,25.41,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 10:50:00,製品1,ExitTemperature_C,23.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 11:00:00,製品1,ExitTemperature_C,25.98,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 11:10:00,製品1,ExitTemperature_C,26.75,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 11:20:00,製品1,ExitTemperature_C,25.74,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 11:30:00,製品1,ExitTemperature_C,24.86,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 11:40:00,製品1,ExitTemperature_C,23.95,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 11:50:00,製品1,ExitTemperature_C,26.9,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 12:00:00,製品1,ExitTemperature_C,25.53,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 12:10:00,製品1,ExitTemperature_C,24.7,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 12:20:00,製品1,ExitTemperature_C,26.33,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 12:30:00,製品1,ExitTemperature_C,25.29,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 12:40:00,製品1,ExitTemperature_C,24.99,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 12:50:00,製品1,ExitTemperature_C,25.2,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 13:00:00,製品1,ExitTemperature_C,23.85,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 13:10:00,製品1,ExitTemperature_C,23.77,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 13:20:00,製品1,ExitTemperature_C,26.69,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 13:30:00,製品1,ExitTemperature_C,25.28,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 13:40:00,製品1,ExitTemperature_C,23.91,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 13:50:00,製品1,ExitTemperature_C,23.0,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 14:00:00,製品1,ExitTemperature_C,26.06,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 14:10:00,製品1,ExitTemperature_C,24.09,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 14:20:00,製品1,ExitTemperature_C,26.75,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 14:30:00,製品1,ExitTemperature_C,24.46,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 14:40:00,製品1,ExitTemperature_C,25.86,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 14:50:00,製品1,ExitTemperature_C,26.97,°C,23.409000000000002,26.59,21.849999999999998,28.35,False
2024-09-01 15:00:00,製品1,ExitTemperature_C,24.16,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 15:10:00,製品1,ExitTemperature_C,26.53,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 15:20:00,製品1,ExitTemperature_C,25.19,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 15:30:00,製品1,ExitTemperature_C,24.06,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 15:40:00,製品1,ExitTemperature_C,25.93,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 15:50:00,製品1,ExitTemperature_C,26.16,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 16:00:00,製品1,ExitTemperature_C,23.51,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 16:10:00,製品1,ExitTemperature_C,25.65,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 16:20:00,製品1,ExitTemperature_C,23.52,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 16:30:00,製品1,ExitTemperature_C,23.59,°C,23.409000000000002,26.59,21.849999999999998,28.35,True
2024-09-01 00:00:00,製品1,EntryTemperature_C,19.14,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 00:10:00,製品1,EntryTemperature_C,21.53,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 00:20:00,製品1,EntryTemperature_C,18.38,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 00:30:00,製品1,EntryTemperature_C,18.62,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 00:40:00,製品1,EntryTemperature_C,19.55,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 00:50:00,製品1,EntryTemperature_C,21.93,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 01:00:00,製品1,EntryTemperature_C,18.48,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 01:10:00,製品1,EntryTemperature_C,21.89,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 01:20:00,製品1,EntryTemperature_C,21.22,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 01:30:00,製品1,EntryTemperature_C,21.53,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 01:40:00,製品1,EntryTemperature_C,20.78,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 01:50:00,製品1,EntryTemperature_C,20.99,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 02:00:00,製品1,EntryTemperature_C,21.52,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 02:10:00,製品1,EntryTemperature_C,20.97,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 02:20:00,製品1,EntryTemperature_C,19.78,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 02:30:00,製品1,EntryTemperature_C,18.95,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 02:40:00,製品1,EntryTemperature_C,21.21,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 02:50:00,製品1,EntryTemperature_C,21.27,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 03:00:00,製品1,EntryTemperature_C,21.32,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 03:10:00,製品1,EntryTemperature_C,20.84,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 03:20:00,製品1,EntryTemperature_C,18.34,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 03:30:00,製品1,EntryTemperature_C,21.23,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 03:40:00,製品1,EntryTemperature_C,21.46,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 03:50:00,製品1,EntryTemperature_C,19.94,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 04:00:00,製品1,EntryTemperature_C,20.89,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 04:10:00,製品1,EntryTemperature_C,21.13,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 04:20:00,製品1,EntryTemperature_C,19.33,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 04:30:00,製品1,EntryTemperature_C,20.19,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 04:40:00,製品1,EntryTemperature_C,18.14,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 04:50:00,製品1,EntryTemperature_C,18.78,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 05:00:00,製品1,EntryTemperature_C,19.16,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 05:10:00,製品1,EntryTemperature_C,19.36,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 05:20:00,製品1,EntryTemperature_C,19.31,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 05:30:00,製品1,EntryTemperature_C,21.88,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 05:40:00,製品1,EntryTemperature_C,19.56,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 05:50:00,製品1,EntryTemperature_C,20.97,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 06:00:00,製品1,EntryTemperature_C,19.19,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 06:10:00,製品1,EntryTemperature_C,18.51,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 06:20:00,製品1,EntryTemperature_C,18.21,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 06:30:00,製品1,EntryTemperature_C,18.71,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 06:40:00,製品1,EntryTemperature_C,20.22,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 06:50:00,製品1,EntryTemperature_C,21.27,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:00:00,製品1,EntryTemperature_C,20.09,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:10:00,製品1,EntryTemperature_C,21.31,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:20:00,製品1,EntryTemperature_C,20.21,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:30:00,製品1,EntryTemperature_C,19.42,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:40:00,製品1,EntryTemperature_C,18.75,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 07:50:00,製品1,EntryTemperature_C,20.5,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 08:00:00,製品1,EntryTemperature_C,18.26,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 08:10:00,製品1,EntryTemperature_C,18.49,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 08:20:00,製品1,EntryTemperature_C,19.9,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 08:30:00,製品1,EntryTemperature_C,18.19,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 08:40:00,製品1,EntryTemperature_C,20.33,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 08:50:00,製品1,EntryTemperature_C,21.15,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 09:00:00,製品1,EntryTemperature_C,19.29,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 09:10:00,製品1,EntryTemperature_C,18.11,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 09:20:00,製品1,EntryTemperature_C,18.15,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 09:30:00,製品1,EntryTemperature_C,19.4,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 09:40:00,製品1,EntryTemperature_C,21.12,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 09:50:00,製品1,EntryTemperature_C,21.06,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 10:00:00,製品1,EntryTemperature_C,19.86,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 10:10:00,製品1,EntryTemperature_C,21.62,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 10:20:00,製品1,EntryTemperature_C,20.58,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 10:30:00,製品1,EntryTemperature_C,18.28,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 10:40:00,製品1,EntryTemperature_C,19.32,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 10:50:00,製品1,EntryTemperature_C,19.81,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 11:00:00,製品1,EntryTemperature_C,20.9,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 11:10:00,製品1,EntryTemperature_C,20.93,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 11:20:00,製品1,EntryTemperature_C,21.46,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 11:30:00,製品1,EntryTemperature_C,21.74,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 11:40:00,製品1,EntryTemperature_C,20.75,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 11:50:00,製品1,EntryTemperature_C,21.38,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:00:00,製品1,EntryTemperature_C,18.96,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:10:00,製品1,EntryTemperature_C,19.99,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:20:00,製品1,EntryTemperature_C,20.48,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:30:00,製品1,EntryTemperature_C,21.27,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:40:00,製品1,EntryTemperature_C,21.34,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 12:50:00,製品1,EntryTemperature_C,21.59,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 13:00:00,製品1,EntryTemperature_C,20.05,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 13:10:00,製品1,EntryTemperature_C,18.96,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 13:20:00,製品1,EntryTemperature_C,18.34,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 13:30:00,製品1,EntryTemperature_C,19.89,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 13:40:00,製品1,EntryTemperature_C,18.5,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 13:50:00,製品1,EntryTemperature_C,18.69,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:00:00,製品1,EntryTemperature_C,20.78,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:10:00,製品1,EntryTemperature_C,19.8,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:20:00,製品1,EntryTemperature_C,18.84,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:30:00,製品1,EntryTemperature_C,21.09,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:40:00,製品1,EntryTemperature_C,18.69,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 14:50:00,製品1,EntryTemperature_C,18.08,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 15:00:00,製品1,EntryTemperature_C,21.49,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 15:10:00,製品1,EntryTemperature_C,20.49,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 15:20:00,製品1,EntryTemperature_C,21.55,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 15:30:00,製品1,EntryTemperature_C,18.47,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 15:40:00,製品1,EntryTemperature_C,19.1,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 15:50:00,製品1,EntryTemperature_C,20.84,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 16:00:00,製品1,EntryTemperature_C,18.31,°C,18.41,21.58,17.099999999999998,23.1,False
2024-09-01 16:10:00,製品1,EntryTemperature_C,21.36,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 16:20:00,製品1,EntryTemperature_C,19.09,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 16:30:00,製品1,EntryTemperature_C,21.35,°C,18.41,21.58,17.099999999999998,23.1,True
2024-09-01 00:00:00,製品1,Vibration_mm_s,4.06,mm/s,4.45,5.54,3.3724999999999996,6.7515,False
2024-09-01 00:10:00,製品1,Vibration_mm_s,5.25,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 00:20:00,製品1,Vibration_mm_s,5.09,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 00:30:00,製品1,Vibration_mm_s,4.55,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 00:40:00,製品1,Vibration_mm_s,5.49,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 00:50:00,製品1,Vibration_mm_s,5.44,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:00:00,製品1,Vibration_mm_s,4.88,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:10:00,製品1,Vibration_mm_s,4.69,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:20:00,製品1,Vibration_mm_s,5.44,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:30:00,製品1,Vibration_mm_s,5.08,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:40:00,製品1,Vibration_mm_s,5.13,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 01:50:00,製品1,Vibration_mm_s,5.1,mm/s,4.45,5.54,3.3724999999999996,6.7515,False
2024-09-01 02:00:00,製品1,Vibration_mm_s,4.93,mm/s,4.45,5.54,3.3724999999999996,6.7515,False
2024-09-01 02:10:00,製品1,Vibration_mm_s,4.7,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 02:20:00,製品1,Vibration_mm_s,5.37,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 02:30:00,製品1,Vibration_mm_s,4.81,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 02:40:00,製品1,Vibration_mm_s,4.5,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 02:50:00,製品1,Vibration_mm_s,5.6,mm/s,4.45,5.54,3.3724999999999996,6.7515,False
2024-09-01 03:00:00,製品1,Vibration_mm_s,4.96,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 03:10:00,製品1,Vibration_mm_s,4.95,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
2024-09-01 03:20:00,製品1,Vibration_mm_s,5.38,mm/s,4.45,5.54,3.3724999999999996,6.7515,True
